IdDocumento,entrada,introduccion,planteamiento,objetivos,marco_teorico,desarrollo,resultado,conclusiones,referencias,Secciones presentes,diagnostivo
173,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,1,1,1,8,correcto
174,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,0,1,1,1,1,0,6,incompleto
175,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,1,1,1,8,correcto
176,PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,0,1,1,1,1,0,1,1,6,incompleto
177,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,0,0,1,5,incompleto
178,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,0,1,0,0,1,1,1,5,incompleto
179,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,0,1,1,1,0,6,incompleto
180,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,0,0,1,5,incompleto
181,PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,0,1,1,1,1,1,1,0,6,incompleto
182,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,1,1,1,7,incompleto
183,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,1,0,1,0,6,incompleto
184,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis.,1,1,1,1,1,1,0,0,6,incompleto
185,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,0,0,1,0,5,incompleto
186,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,0,1,1,6,incompleto
187,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,1,0,1,6,incompleto
188,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,1,0,1,0,6,incompleto
189,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,0,0,1,1,1,6,incompleto
190,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,1,1,1,8,correcto
191,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,0,1,1,7,incompleto
192,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,0,0,1,0,5,incompleto
193,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,1,1,1,8,correcto
194,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,0,1,0,1,0,5,incompleto
195,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis.,1,1,1,1,0,1,0,0,5,incompleto
196,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,1,1,1,7,incompleto
197,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,0,0,1,1,0,5,incompleto
198,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,0,1,1,0,0,1,5,incompleto
199,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,0,1,1,0,6,incompleto
200,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,1,1,1,8,correcto
201,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,0,1,1,7,incompleto
202,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,1,0,1,7,incompleto
203,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,1,0,1,6,incompleto
204,PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,0,1,0,1,0,1,1,1,5,incompleto
205,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,1,0,1,6,incompleto
206,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,0,0,1,1,0,5,incompleto
